"RK",TIERS,"PLAYER NAME",TEAM,"POS","AGE","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"1",1,"Ja'Marr Chase",CIN,"WR1","25","1","2","1.2","0.4","-"
"2",1,"Justin Jefferson",MIN,"WR2","25","1","3","2.0","0.5","-"
"3",1,"CeeDee Lamb",DAL,"WR3","26","3","9","4.7","1.9","-"
"4",1,"Bijan Robinson",ATL,"RB1","23","3","9","4.8","1.3","-"
"5",2,"Malik Nabers",NYG,"WR4","21","3","16","6.2","3.2","-"
"6",2,"Jahmyr Gibbs",DET,"RB2","23","3","15","6.6","2.3","-"
"7",2,"Amon-Ra St. Brown",DET,"WR5","25","4","11","7.3","2.1","-"
"8",2,"Puka Nacua",LAR,"WR6","23","3","18","9.3","3.1","-"
"9",2,"Brian Thomas Jr.",JAC,"WR7","22","7","18","9.6","2.1","-"
"10",2,"Ashton Jeanty",LV,"RB3","21","5","35","10.2","5.3","-"
"11",2,"Nico Collins",HOU,"WR8","26","4","17","12.1","3.0","-"
"12",3,"Saquon Barkley",PHI,"RB4","28","5","25","13.2","5.1","-"
"13",3,"De'Von Achane",MIA,"RB5","23","10","31","15.9","5.1","-"
"14",3,"Drake London",ATL,"WR9","23","10","27","16.8","4.5","-"
"15",3,"Brock Bowers",LV,"TE1","22","7","31","17.5","6.4","-"
"16",3,"A.J. Brown",PHI,"WR10","27","11","34","18.2","5.7","-"
"17",3,"Ladd McConkey",LAC,"WR11","23","14","29","20.5","4.3","-"
"18",3,"Jaxon Smith-Njigba",SEA,"WR12","23","14","32","21.4","4.4","-"
"19",3,"Garrett Wilson",NYJ,"WR13","24","13","36","22.2","5.5","-"
"20",3,"Josh Allen",BUF,"QB1","29","14","30","22.3","4.1","-"
"21",4,"Marvin Harrison Jr.",ARI,"WR14","22","12","35","23.8","5.3","-"
"22",4,"Jonathan Taylor",IND,"RB6","26","12","54","24.2","9.8","-"
"23",4,"Omarion Hampton",LAC,"RB7","22","12","64","26.0","13.0","-"
"24",4,"Trey McBride",ARI,"TE2","25","13","43","26.1","6.7","-"
"25",4,"Lamar Jackson",BAL,"QB2","28","12","42","26.3","5.8","-"
"26",4,"Breece Hall",NYJ,"RB8","23","9","57","26.8","15.1","-"
"27",4,"Bucky Irving",TB,"RB9","22","12","50","27.3","10.2","-"
"28",4,"Jayden Daniels",WAS,"QB3","24","10","42","27.8","6.8","-"
"29",4,"Tee Higgins",CIN,"WR15","26","20","40","28.7","4.9","-"
"30",4,"Travis Hunter",JAC,"WR16","22","18","63","32.1","9.3","-"
"31",5,"James Cook",BUF,"RB10","25","15","55","36.4","11.1","-"
"32",5,"Rashee Rice",KC,"WR17","25","24","57","37.5","8.6","-"
"33",5,"Joe Burrow",CIN,"QB4","28","15","62","37.6","8.2","-"
"34",5,"Kyren Williams",LAR,"RB11","24","16","80","39.0","15.1","-"
"35",5,"DeVonta Smith",PHI,"WR18","26","26","59","39.0","8.9","-"
"36",5,"Jalen Hurts",PHI,"QB5","26","28","51","39.8","5.8","-"
"37",5,"Tetairoa McMillan",CAR,"WR19","22","19","119","40.6","25.0","-"
"38",5,"Zay Flowers",BAL,"WR20","24","30","72","41.3","10.2","-"
"39",5,"Sam LaPorta",DET,"TE3","24","21","52","41.7","6.8","-"
"40",5,"Chase Brown",CIN,"RB12","25","19","66","43.3","13.1","-"
"41",5,"Josh Jacobs",GB,"RB13","27","21","69","44.3","13.8","-"
"42",5,"Rome Odunze",CHI,"WR21","22","30","92","45.5","15.7","-"
"43",5,"Patrick Mahomes II",KC,"QB6","29","21","64","46.8","8.2","-"
"44",5,"Terry McLaurin",WAS,"WR22","29","22","70","47.4","11.8","-"
"45",5,"DK Metcalf",PIT,"WR23","27","35","69","47.5","9.2","-"
"46",5,"DJ Moore",CHI,"WR24","28","31","67","47.6","9.2","-"
"47",5,"Jordan Addison",MIN,"WR25","23","29","74","47.8","11.6","-"
"48",5,"Kenneth Walker III",SEA,"RB14","24","24","83","48.6","12.9","-"
"49",5,"TreVeyon Henderson",NE,"RB15","22","33","98","50.5","12.4","-"
"50",6,"Jaylen Waddle",MIA,"WR26","26","37","85","52.0","14.5","-"
"51",6,"George Kittle",SF,"TE4","31","30","82","52.7","12.3","-"
"52",6,"Chris Olave",NO,"WR27","24","33","80","54.5","15.4","-"
"53",6,"Xavier Worthy",KC,"WR28","22","31","89","55.7","15.7","-"
"54",6,"Justin Herbert",LAC,"QB7","27","43","81","57.0","9.4","-"
"55",6,"Christian McCaffrey",SF,"RB16","28","24","78","58.1","13.5","-"
"56",6,"T.J. Hockenson",MIN,"TE5","27","44","85","58.6","11.6","-"
"57",6,"Derrick Henry",BAL,"RB17","31","11","87","59.2","17.4","-"
"58",6,"C.J. Stroud",HOU,"QB8","23","27","92","60.0","15.7","-"
"59",6,"Jameson Williams",DET,"WR29","24","42","82","61.7","10.5","-"
"60",6,"Tyreek Hill",MIA,"WR30","31","29","102","66.4","14.8","-"
"61",6,"Quinshon Judkins",CLE,"RB18","21","24","230","66.7","47.5","-"
"62",6,"Caleb Williams",CHI,"QB9","23","47","115","67.5","17.5","-"
"63",6,"George Pickens",DAL,"WR31","24","35","101","70.0","17.5","-"
"64",7,"Bo Nix",DEN,"QB10","25","54","123","70.6","16.3","-"
"65",7,"Drake Maye",NE,"QB11","22","49","106","70.7","17.6","-"
"66",7,"Colston Loveland",CHI,"TE6","21","39","207","70.8","30.2","-"
"67",7,"Brandon Aiyuk",SF,"WR32","27","35","99","70.9","15.3","-"
"68",7,"Emeka Egbuka",TB,"WR33","22","39","212","71.5","37.0","-"
"69",7,"Tyler Warren",IND,"TE7","23","41","199","73.6","33.1","-"
"70",7,"Chuba Hubbard",CAR,"RB19","25","51","104","75.9","12.6","-"
"71",7,"Joe Mixon",HOU,"RB20","28","50","115","77.1","12.8","-"
"72",7,"Jerry Jeudy",CLE,"WR34","26","51","139","78.2","16.8","-"
"73",7,"Mark Andrews",BAL,"TE8","29","45","135","78.3","25.7","-"
"74",7,"David Njoku",CLE,"TE9","28","53","114","78.5","17.1","-"
"75",7,"Mike Evans",TB,"WR35","31","26","108","78.9","16.9","-"
"76",7,"Kyler Murray",ARI,"QB12","27","52","148","79.1","20.7","-"
"77",7,"Jordan Love",GB,"QB13","26","53","109","79.6","15.5","-"
"78",7,"David Montgomery",DET,"RB21","27","61","102","79.8","11.0","-"
"79",7,"Matthew Golden",GB,"WR36","21","49","199","81.0","26.3","-"
"80",7,"Davante Adams",LAR,"WR37","32","32","113","83.2","20.6","-"
"81",7,"Tucker Kraft",GB,"TE10","24","53","134","85.3","21.1","-"
"82",7,"Alvin Kamara",NO,"RB22","29","65","114","85.3","12.1","-"
"83",7,"Dalton Kincaid",BUF,"TE11","25","53","137","88.1","20.3","-"
"84",7,"Chris Godwin",TB,"WR38","29","62","112","88.3","11.3","-"
"85",7,"RJ Harvey",DEN,"RB23","24","30","294","88.6","59.8","-"
"86",7,"Jayden Reed",GB,"WR39","25","51","142","88.9","18.0","-"
"87",7,"Luther Burden III",CHI,"WR40","21","60","209","89.9","29.6","-"
"88",8,"Khalil Shakir",BUF,"WR41","25","56","126","92.4","16.3","-"
"89",8,"Brock Purdy",SF,"QB14","25","54","138","92.9","19.4","-"
"90",8,"Ricky Pearsall",SF,"WR42","24","60","154","92.9","19.7","-"
"91",8,"Courtland Sutton",DEN,"WR43","29","37","116","93.0","18.8","-"
"92",8,"Josh Downs",IND,"WR44","23","65","125","93.4","13.7","-"
"93",8,"Kaleb Johnson",PIT,"RB24","21","45","298","94.3","68.2","-"
"94",8,"Baker Mayfield",TB,"QB15","30","46","132","94.6","21.1","-"
"95",8,"Tyrone Tracy Jr.",NYG,"RB25","25","66","149","96.0","21.0","-"
"96",8,"Jayden Higgins",HOU,"WR45","22","68","141","96.2","19.3","-"
"97",8,"Brian Robinson Jr.",WAS,"RB26","26","57","130","96.6","14.4","-"
"98",8,"Michael Pittman Jr.",IND,"WR46","27","79","122","97.8","11.1","-"
"99",8,"Isiah Pacheco",KC,"RB27","26","60","156","98.2","22.3","-"
"100",8,"Tony Pollard",TEN,"RB28","28","74","133","100.5","16.9","-"
"101",8,"Evan Engram",DEN,"TE12","30","69","154","102.5","18.4","-"
"102",8,"D'Andre Swift",CHI,"RB29","26","74","139","103.3","17.7","-"
"103",8,"Jared Goff",DET,"QB16","30","45","146","104.1","23.1","-"
"104",8,"Trevor Lawrence",JAC,"QB17","25","72","149","105.1","14.5","-"
"105",8,"Calvin Ridley",TEN,"WR47","30","71","153","105.6","16.5","-"
"106",8,"James Conner",ARI,"RB30","30","72","140","105.8","19.8","-"
"107",8,"Kyle Pitts",ATL,"TE13","24","58","171","105.9","23.3","-"
"108",8,"Travis Kelce",KC,"TE14","35","59","157","106.5","23.2","-"
"109",8,"Tre Harris",LAC,"WR48","23","65","229","107.0","40.5","-"
"110",8,"Deebo Samuel Sr.",WAS,"WR49","29","83","155","109.1","17.2","-"
"111",8,"Jonnu Smith",MIA,"TE15","29","57","163","111.6","30.5","-"
"112",8,"J.J. McCarthy",MIN,"QB18","22","61","157","114.7","19.1","-"
"113",8,"Jauan Jennings",SF,"WR50","27","85","152","115.0","15.2","-"
"114",9,"Dak Prescott",DAL,"QB19","31","91","163","119.8","18.8","-"
"115",9,"Jalen McMillan",TB,"WR51","23","85","191","121.4","20.9","-"
"116",9,"Najee Harris",LAC,"RB31","27","80","164","122.6","22.5","-"
"117",9,"Travis Etienne Jr.",JAC,"RB32","26","80","200","124.0","24.3","-"
"118",9,"Aaron Jones Sr.",MIN,"RB33","30","82","185","124.1","28.4","-"
"119",9,"Bhayshul Tuten",JAC,"RB34","23","77","300","124.6","41.1","-"
"120",9,"Stefon Diggs",NE,"WR52","31","99","157","124.9","14.9","-"
"121",9,"Darnell Mooney",ATL,"WR53","27","104","169","124.9","17.3","-"
"122",9,"Jakobi Meyers",LV,"WR54","28","95","139","114.3","10.4","-"
"123",9,"Keon Coleman",BUF,"WR55","22","80","166","114.5","19.9","-"
"124",9,"Cooper Kupp",SEA,"WR56","31","84","165","125.3","19.9","-"
"125",9,"Jack Bech",LV,"WR57","22","93","257","126.3","33.5","-"
"126",9,"Dallas Goedert",PHI,"TE16","30","69","181","129.0","26.6","-"
"127",9,"Michael Penix Jr.",ATL,"QB20","25","72","164","129.2","18.7","-"
"128",9,"Rhamondre Stevenson",NE,"RB35","27","70","183","130.0","27.0","-"
"129",9,"Cameron Ward",TEN,"QB21","23","72","328","130.9","42.4","-"
"130",9,"Cam Skattebo",NYG,"RB36","23","74","277","131.9","49.5","-"
"131",9,"Rashid Shaheed",NO,"WR58","26","98","199","132.5","20.9","-"
"132",9,"Zach Charbonnet",SEA,"RB37","24","98","164","134.7","21.3","-"
"133",9,"Jake Ferguson",DAL,"TE17","26","89","186","134.8","20.3","-"
"134",9,"Pat Freiermuth",PIT,"TE18","26","78","173","137.2","20.4","-"
"135",9,"Tua Tagovailoa",MIA,"QB22","27","108","175","137.4","16.8","-"
"136",9,"Isaiah Likely",BAL,"TE19","25","103","183","138.1","22.2","-"
"137",9,"Mason Taylor",NYJ,"TE20","21","104","189","139.6","24.0","-"
"138",9,"Jaylen Warren",PIT,"RB38","26","90","193","140.1","25.6","-"
"139",9,"Trey Benson",ARI,"RB39","22","64","195","140.4","30.4","-"
"140",9,"Bryce Young",CAR,"QB23","23","112","167","142.7","12.1","-"
"141",9,"Justin Fields",NYJ,"QB24","26","107","215","143.5","20.6","-"
"142",9,"Jaylin Noel",HOU,"WR59","22","101","343","146.1","50.0","-"
"143",9,"Kyle Williams",NE,"WR60","22","94","396","146.5","59.5","-"
"144",9,"Rashod Bateman",BAL,"WR61","25","118","194","148.3","20.5","-"
"145",9,"Rachaad White",TB,"RB40","26","103","200","149.5","18.4","-"
"146",9,"Sam Darnold",SEA,"QB25","27","111","195","151.4","17.8","-"
"147",9,"Christian Kirk",HOU,"WR62","28","108","186","144.3","19.3","-"
"148",9,"Tank Bigsby",JAC,"RB41","22","94","221","155.6","29.8","-"
"149",9,"Anthony Richardson Sr.",IND,"QB26","23","116","204","156.4","21.1","-"
"150",10,"Javonte Williams",DAL,"RB42","25","105","220","163.0","29.7","-"
"151",10,"Cedric Tillman",CLE,"WR63","25","111","294","156.2","34.3","-"
"152",10,"Cade Otton",TB,"TE21","26","115","274","165.7","34.1","-"
"153",10,"Tyjae Spears",TEN,"RB43","23","112","214","156.3","21.5","-"
"154",10,"Romeo Doubs",GB,"WR64","25","119","224","156.5","24.2","-"
"155",10,"Jaxson Dart",NYG,"QB27","22","127","314","166.1","37.3","-"
"156",10,"Marvin Mims Jr.",DEN,"WR65","23","122","210","156.8","24.7","-"
"157",10,"Geno Smith",LV,"QB28","34","127","236","167.0","26.0","-"
"158",10,"Xavier Legette",CAR,"WR66","24","105","227","159.4","28.1","-"
"159",10,"Elic Ayomanor",TEN,"WR67","21","113","340","169.0","53.2","-"
"160",10,"Elijah Arroyo",SEA,"TE22","22","105","329","169.8","58.0","-"
"161",10,"Tank Dell",HOU,"WR68","25","107","293","170.8","42.5","-"
"162",10,"Matthew Stafford",LAR,"QB29","37","131","237","172.0","24.9","-"
"163",10,"Blake Corum",LAR,"RB44","24","119","230","172.1","22.2","-"
"164",10,"Marquise Brown",KC,"WR69","27","127","241","163.7","25.7","-"
"165",10,"Dylan Sampson",CLE,"RB45","20","126","330","179.9","42.7","-"
"166",10,"Jaydon Blue",DAL,"RB46","21","129","332","180.1","45.0","-"
"167",10,"Harold Fannin Jr.",CLE,"TE23","20","114","331","180.4","49.6","-"
"168",10,"Ja'Tavion Sanders",CAR,"TE24","22","153","225","180.7","16.3","-"
"169",10,"Ray Davis",BUF,"RB47","25","122","223","172.9","23.0","-"
"170",10,"Adonai Mitchell",IND,"WR70","22","136","227","175.3","23.1","-"
"171",10,"Quentin Johnston",LAC,"WR71","23","119","226","167.5","26.4","-"
"172",10,"Jordan Mason",MIN,"RB48","26","114","227","168.1","31.1","-"
"173",10,"Wan'Dale Robinson",NYG,"WR72","24","129","209","177.7","21.5","-"
"174",10,"Isaac Guerendo",SF,"RB49","24","132","359","187.3","43.4","-"
"175",10,"Cole Kmet",CHI,"TE25","26","121","303","180.1","44.4","-"
"176",10,"Jalen Royals",KC,"WR73","22","122","342","188.9","50.6","-"
"177",10,"Jalen Coker",CAR,"WR74","23","143","290","181.2","28.7","-"
"178",10,"Amari Cooper",FA,"WR75","30","107","246","162.8","28.8","-"
"179",10,"Rico Dowdle",CAR,"RB50","26","120","291","176.3","32.0","-"
"180",10,"Dontayvion Wicks",GB,"WR76","23","148","336","187.6","32.5","-"
"181",10,"Hunter Henry",NE,"TE26","30","123","277","188.1","40.0","-"
"182",10,"Braelon Allen",NYJ,"RB51","21","119","322","188.2","33.1","-"
"183",10,"Tyler Allgeier",ATL,"RB52","25","133","256","192.0","30.0","-"
"184",10,"Keenan Allen",FA,"WR77","33","112","245","173.9","30.2","-"
"185",10,"Christian Watson",GB,"WR78","26","134","284","186.3","29.6","-"
"186",10,"DeMario Douglas",NE,"WR79","24","159","259","195.3","26.3","-"
"187",10,"Joshua Palmer",BUF,"WR80","25","133","260","186.8","31.4","-"
"188",10,"Jaylen Wright",MIA,"RB53","22","140","315","188.6","29.5","-"
"189",11,"Devin Neal",NO,"RB54","21","133","367","206.6","58.6","-"
"190",11,"Jalen Milroe",SEA,"QB30","22","143","320","206.6","37.2","-"
"191",11,"MarShawn Lloyd",GB,"RB55","24","104","308","202.6","40.1","-"
"192",11,"DeAndre Hopkins",BAL,"WR81","32","127","306","185.1","34.3","-"
"193",11,"DJ Giddens",IND,"RB56","21","149","321","213.0","45.4","-"
"194",11,"Mike Gesicki",CIN,"TE27","29","151","318","215.7","47.3","-"
"195",11,"J.K. Dobbins",FA,"RB57","26","101","289","191.3","45.8","-"
"196",11,"Chig Okonkwo",TEN,"TE28","25","154","267","201.1","27.3","-"
"197",11,"Diontae Johnson",CLE,"WR82","28","145","275","201.7","28.9","-"
"198",11,"Jonathon Brooks",CAR,"RB58","21","130","314","196.1","46.4","-"
"199",11,"Jerome Ford",CLE,"RB59","25","132","296","206.9","40.6","-"
"200",11,"Dalton Schultz",HOU,"TE29","28","161","291","198.6","26.2","-"
"201",11,"Shedeur Sanders",CLE,"QB31","23","150","348","226.9","41.1","-"
"202",11,"Brenton Strange",JAC,"TE30","24","116","333","198.0","52.7","-"
"203",11,"Theo Johnson",NYG,"TE31","24","114","278","198.2","32.4","-"
"204",11,"Russell Wilson",NYG,"QB32","36","148","305","209.1","38.2","-"
"205",11,"Zach Ertz",WAS,"TE32","34","152","301","209.3","31.5","-"
"206",11,"Isaiah Bond",FA,"WR83","-","125","368","233.0","68.5","-"
"207",11,"Terrance Ferguson",LAR,"TE33","22","114","322","169.8","54.6","-"
"208",11,"Alec Pierce",IND,"WR84","25","151","262","202.7","30.0","-"
"209",11,"Ben Sinnott",WAS,"TE34","22","163","289","204.4","31.0","-"
"210",11,"Ollie Gordon II",MIA,"RB60","21","164","354","237.6","51.0","-"
"211",11,"Michael Wilson",ARI,"WR85","25","152","282","204.8","27.6","-"
"212",11,"Roman Wilson",PIT,"WR86","23","152","283","217.1","32.1","-"
"213",11,"Adam Thielen",CAR,"WR87","34","135","382","218.6","48.6","-"
"214",11,"Troy Franklin",DEN,"WR88","22","175","276","209.7","25.2","-"
"215",11,"Xavier Restrepo",TEN,"WR89","23","173","383","248.7","55.6","-"
"216",11,"Audric Estime",DEN,"RB61","21","133","298","219.1","36.4","-"
"217",11,"Roschon Johnson",CHI,"RB62","24","160","321","227.8","36.5","-"
"218",11,"Juwan Johnson",NO,"TE35","28","188","329","235.9","39.3","-"
"219",11,"Jaleel McLaughlin",DEN,"RB63","24","144","333","229.2","43.2","-"
"220",11,"Damien Martinez",SEA,"RB64","21","188","332","253.9","41.1","-"
"221",11,"Andrei Iosivas",CIN,"WR90","25","159","269","216.7","28.0","-"
"222",11,"Jalen Tolbert",DAL,"WR91","26","152","290","226.6","25.6","-"
"223",11,"Tez Johnson",TB,"WR92","23","170","384","259.3","51.1","-"
"224",11,"Noah Fant",SEA,"TE36","27","162","306","222.6","34.2","-"
"225",11,"Austin Ekeler",WAS,"RB65","30","146","327","232.6","45.8","-"
"226",11,"Nick Chubb",FA,"RB66","29","132","290","225.7","38.4","-"
"227",11,"Tyler Lockett",TEN,"WR93","32","189","293","237.5","23.5","-"
"228",12,"Kendre Miller",NO,"RB67","22","157","346","235.7","41.8","-"
"229",12,"Noah Gray",KC,"TE37","26","163","329","230.2","40.8","-"
"230",12,"Malik Washington",MIA,"WR94","24","194","288","233.3","25.4","-"
"231",12,"Tory Horton",SEA,"WR95","22","161","364","219.5","50.8","-"
"232",12,"Elijah Moore",BUF,"WR96","25","179","282","230.0","27.4","-"
"233",12,"Pat Bryant",DEN,"WR97","22","125","345","202.3","52.8","-"
"234",12,"Michael Mayer",LV,"TE38","23","140","315","226.0","40.9","-"
"235",12,"Darius Slayton",NYG,"WR98","28","192","383","245.7","42.9","-"
"236",12,"Devin Singletary",NYG,"RB68","27","210","306","255.1","31.4","-"
"237",12,"Tyler Shough",NO,"QB33","25","158","309","219.7","34.4","-"
"238",12,"Ja'Lynn Polk",NE,"WR99","23","192","368","239.0","39.7","-"
"239",12,"Brandin Cooks",NO,"WR100","31","189","309","248.0","27.0","-"
"240",12,"Parker Washington",JAC,"WR101","23","195","340","258.4","38.4","-"
"241",12,"Trevor Etienne",CAR,"RB69","20","157","373","245.4","55.2","-"
"242",12,"Aaron Rodgers",FA,"QB34","41","203","304","238.4","26.5","-"
"243",12,"Savion Williams",GB,"WR102","23","158","346","220.1","49.5","-"
"244",12,"Jarquez Hunter",LAR,"RB70","22","127","338","210.1","52.6","-"
"245",12,"Daniel Jones",IND,"QB35","28","178","312","242.5","35.4","-"
"246",12,"Antonio Gibson",NE,"RB71","26","187","359","259.8","42.3","-"
"247",12,"Kayshon Boutte",NE,"WR103","23","171","360","236.1","42.3","-"
"248",12,"Devaughn Vele",DEN,"WR104","27","192","382","261.9","48.9","-"
"249",12,"Luke McCaffrey",WAS,"WR105","24","193","319","247.8","29.8","-"
"250",12,"Tahj Brooks",CIN,"RB72","23","178","321","241.1","45.5","-"
"251",12,"Jordan Whittington",LAR,"WR106","24","182","381","250.9","46.3","-"
"252",12,"Brandon Aubrey",DAL,"K1","30","165","311","242.7","30.5","-"
"253",12,"Los Angeles Rams",LAR,"DST1","-","149","365","253.8","51.4","-"
"254",12,"Harrison Butker",KC,"K2","29","181","316","254.3","30.2","-"
"255",12,"Isaac TeSlaa",DET,"WR107","23","143","347","202.9","49.7","-"
"256",12,"Kareem Hunt",KC,"RB73","29","204","380","280.5","43.9","-"
"257",12,"Gabe Davis",FA,"WR108","26","180","379","249.6","39.2","-"
"258",12,"Jordan James",SF,"RB74","21","180","329","235.4","47.4","-"
"259",12,"Quinn Ewers",MIA,"QB36","22","267","388","313.0","42.0","-"
"260",12,"Keaton Mitchell",BAL,"RB75","23","201","368","288.9","43.0","-"
"261",12,"Brashard Smith",KC,"RB76","22","200","313","242.2","30.5","-"
"262",12,"Will Shipley",PHI,"RB77","22","190","380","277.0","49.3","-"
"263",12,"Khalil Herbert",IND,"RB78","27","216","392","287.0","44.5","-"
"264",12,"Isaiah Davis",NYJ,"RB79","23","217","386","287.2","39.4","-"
"265",12,"Justice Hill",BAL,"RB80","27","203","359","281.0","35.5","-"
"266",12,"Zack Moss",CIN,"RB81","27","215","388","283.1","36.1","-"
"267",12,"Kimani Vidal",LAC,"RB82","23","201","351","276.4","41.4","-"
"268",12,"Elijah Mitchell",KC,"RB83","27","196","368","285.0","42.0","-"
"269",12,"Calvin Austin III",PIT,"WR109","26","199","341","256.5","43.4","-"
"270",12,"Taysom Hill",NO,"TE39","34","154","331","249.2","59.2","-"
"271",12,"Kyle Monangai",CHI,"RB84","22","179","354","259.8","46.7","-"
"272",13,"Miles Sanders",DAL,"RB85","28","220","369","285.5","38.8","-"
